id,content
197,"Which of the following is an example of associativity? A. 2 × 6 = 6 × 2, B. 2 × (5 + 6) = 2 × 5 + 2 × 6, C. 2 × (5 × 6) = (2 × 5) × 6, D. 2 × (5 + 6) = (2 + 5) × 6"
198,"Tom and Katie are trying to calculate the answer to 29 × 8 Tom does this: 30 × 8 − 1 × 8 Katie does this: 29 × 2 × 2 × 2 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
199,"John's flat is on floor 4. The gym is on floor -1. How many floors does John need to go down to get from his flat to the gym? A. 5, B. 3, C. 6, D. 4"
200,"What is an expression for the perimeter of this rectangle? A. 2a + 2b, B. ab, C. a + b, D. Not enough information"
201,"Which angle is alternate to angle p? A. A, B. B, C. C, D. D"
202,"After lunch, Julie and Kate both look at their watches. Julie says the time is ""twelve thirty"" Kate says the time is 13:30 Who is correct? A. Only Julie, B. Only Kate, C. Both Julie and Kate are correct, D. Both Julie and Kate are incorrect"
203,"What is the perimeter of this compound shape made with rectangles? A. 34 cm, B. 31 cm, C. 24 cm, D. Not enough information"
204,"Which set of coordinates is not on the perimeter of the rectangle? A. (-3, 0), B. (2, -1), C. (-3, -1), D. (-2, 2)"
205,"What does the vector (-5 2) mean? A. 5 right and 2 down, B. 5 left and 2 down, C. 5 right and 2 up, D. 5 left and 2 up"
206,"Jo and Paul are talking about creating equations using the diagram on the right. Jo says: 3(2w + r) = 4g Paul says: 2(p + 2w) = 4g Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
207,"What is the size of angle y? A. 45°, B. 36°, C. 30°, D. Not enough information"
208,"A group of 7 friends shares 3 chocolate bars equally. What fraction of a bar do they each get? A. 3/7, B. 1/7, C. 1/3, D. 7/3"
209,"Which statement about the temperatures –5°C and 2°C is true? A. 2°C is 3°C hotter than –5°C, B. 2°C is 7°C hotter than –5°C, C. 2°C is 3°C colder than –5°C, D. 2°C is 7°C colder than –5°C"
210,"3k - 2 < m Using the diagram on the right, is the expression above... A. always true, B. sometimes true, C. never true, D. Need more information"
211,"A common factor of 8 and 20 is... A. 40, B. 20, C. 8, D. 4"
212,"What word do we use to describe the relationship: 7 × 9 = 5 × 9 + 2 × 9 A. Commutativity, B. Factors, C. Associativity, D. Distributivity"
213,"If 12 is a factor of a number, then another factor of that number must be... A. 5 and 7, B. 4, C. 24, D. Impossible to say"
214,"Tom and Katie are arguing about the diagram on the right. Tom says it shows: p + q < 360° Katie says it shows: p + q = 270° Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
215,"Which of the following triangles does not have the same area as the others? A. 6, 4, B. 8, 6, 3, C. 5, 8, 3, D. They all have the same area"
216,"Which of the following is the best estimate of the size of this angle? A. 45°, B. 100°, C. 200°, D. 260°"
217,"k < m/3 + 1 Using the diagram on the right, is the expression above... A. always true, B. sometimes true, C. never true, D. Need more information"
218,"Jo and Paul are arguing about quadrilaterals. Jo says a rectangle always has diagonals of equal length. Paul says a parallelogram always has diagonals of equal length. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
219,"Which of the following symbols should go in the box so that the number sentence is correct? (3)² + (−16) □ (−5)² A. >, B. =, C. <, D. ≤"
220,"\frac{18}{30} = ? A. 0.54, B. 0.30, C. 0.18, D. 0.6"
221,"This triangle is reflected in the line y = x. Which point is a reflection of the red point? A. A, B. B, C. C, D. D"
222,"Order the times from longest to shortest. A. 100 seconds, B. 2 minutes, C. 1 1/2 minutes, D. 1 minute 20 seconds"
223,"Write 60 as a product of prime factors. A. 2 × 2 × 3 × 1 × 5, B. 2 × 3 × 5 × 5, C. 6 × 10, D. 2 × 3 × 2 × 5"
224,"The blue shape is rotated 90° anticlockwise about (-2, 2). Which shape gives the correct answer? A. Shape A, B. Shape B, C. Shape C, D. Shape D"
225,"What is the highest common factor of 2, 6 and 9? A. 1, B. 2, C. 18, D. They do not have a Highest Common Factor"
226,"This is a number from the Mayan number system. What number is it? A. 60, B. 30, C. 100, D. 3"
227,"Which image completes a symmetric figure using the red line of symmetry? A., B., C., D."
228,"Points P, Q and R are equally spaced along the line segment. The coordinates of P and R are marked on the diagram. What are the coordinates of Q? A. (-1,2), B. (-2,4), C. (-1,3), D. (-2,2)"
229,"How many lines of symmetry does this parallelogram have? A. 0, B. 1, C. 2, D. 4"
230,"Using the key on the right, which of the following symbols should replace the star in terms of length? p + q ★ r A. >, B. <, C. =, D. Need more information"
231,"If the two dashed lines are parallel, what is the size of angle p? A. 75°, B. 85°, C. 95°, D. Not enough information"
232,"Tom and Katie are arguing about distance and coordinates. Tom says (0,5) and (2,3) are equidistant from the origin. Katie says (4,1) and (−1,4) are equidistant from the origin. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
233,"a, b and c are different numbers Is the above relationship... A. never true, B. sometimes true, C. always true, D. Need more information"
234,"What number belongs in the box? (-2) - (-7) = A. -9, B. 5, C. 9, D. -5"
235,"Points P, Q and R are equally spaced along the line segment. The coordinates of P and R are marked on the diagram. What are the coordinates of Q? A. (-1,3), B. (-2,4), C. (-1,2), D. (-2,2)"
236,"How many pairs of parallel sides does this shape have? A. 0, B. 1, C. 2, D. 4"
237,"The line segment is one side of a square. Which of the following coordinates could be a vertex of the square? A. (0, -1), B. (-2, 4), C. (2, -7), D. (-4, 2)"
238,"What is the difference between the temperature at 1pm on Thursday and the temperature at 1am on Wednesday? A. 12°C, B. 10°C, C. 3°C, D. 11°C"
239,"Work out: \frac{3}{4} - \frac{2}{5} + \frac{1}{10} A. \frac{1}{4}, B. \frac{2}{9}, C. \frac{9}{20}, D. \frac{3}{10}"
240,"Work out: \frac{1}{2} - \frac{3}{4} \times \frac{2}{3} A. -\frac{4}{6}, B. 0, C. -\frac{2}{12}, D. -\frac{5}{12}"
241,"In the Indian number system, ten lakh, three thousand and twenty = A. 103 020, B. 10 003 020, C. 10 300 020, D. 1 003 020"
242,"Statement 1: p - q = p + (-q) Statement 2: -p - q = -q + (-p) What can you say about the above statements, where p and q represent different numbers? A. Only statement 1 is true, B. Only statement 2 is true, C. Both statements are true, D. Both statements are false"
243,"What is the size of angle p? A. 50°, B. 80°, C. 45°, D. 55°"
244,"Jo and Paul are arguing about adding fractions. Jo says 11/6 + 9/5 > 3 Paul says 11/6 + 9/5 < 4 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
245,"A shape has an area of 4 cm². Its lengths are enlarged by a scale factor of 5. What is the area of the enlarged shape? A. 20 cm², B. 40 cm², C. 80 cm², D. 100 cm²"
246,"What is the perimeter of this shape? A. 13 cm, B. 18 cm, C. 40 cm, D. 21 cm"
247,"Shape S has been translated to get shape T. Describe how many squares shape S has been moved A. 4 left and 2 up, B. 2 right and 1 up, C. 2 right and 2 down, D. 4 right and 2 down"
248,"25 × 18 = 25 × (2 × ☆) What should replace the star to make this calculation correct? A. 16, B. 18, C. 9, D. 36"
249,"17 × 8 - 17 × 3 = 17 × __ What belongs in the gap? A. 85, B. 11, C. 5, D. 187"
250,"12 ÷ (−4) = A. -16, B. 16, C. -3, D. 3"
251,"What is the size of angle r? A. 80°, B. 100°, C. 70°, D. Not enough information"
252,"Here are the depths below sea level of 3 creatures: Starfish: −7 m Shark: −9 m Dolphin: −8.3 m Arrange their depths in ascending order, starting with the deepest A. 1st Dolphin 2nd Shark 3rd Starfish, B. 1st Starfish 2nd Dolphin 3rd Shark, C. 1st Shark 2nd Dolphin 3rd Starfish, D. 1st Starfish 2nd Shark 3rd Dolphin"
253,"The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? A. 11/35, B. 31/35, C. 5/12, D. 5/35"
254,"Which of these is not a multiple of 34? A. 17, B. 34, C. 102, D. 238"
255,"Which of the following statements is true when n = -1? A. 5n > n + 5, B. 5n < n + 5, C. 5n = n + 5, D. Not enough information"
256,"Which combination of mathematical instruments has been used to construct this triangle? A. Protractor Compass, B. Ruler Compass, C. Ruler Protractor Compass, D. Ruler Protractor"
257,"Given that 8.5 × 2.2 = 18.7 what is 18.7 ÷ 8.5? A. 2.2, B. 8.5, C. 3, D. Impossible without a calculator"
258,"Jo and Paul are arguing about enlargements. Jo says if a shape is enlarged by a scale factor of 0.5 then its area is half as big as the original area. Paul says if a shape is enlarged by a scale factor of 2 then its area is 4 times as big as the original area. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
259,"Tom and Katie are trying to calculate the answer to 29 × 7 Tom does this: 30 × 7 - 1 × 7 Katie does this: 20 × 7 + 9 × 7 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
260,"How many factors does 9 have? A. 1, B. 2, C. 3, D. 4"
261,"3 hours + 700 minutes = A. 11 hours and 40 minutes, B. 10 hours, C. 14 hours and 66 minutes, D. 14 hours and 40 minutes"
262,"Tom and Katie are arguing about parallelograms. Tom says a square is a parallelogram. Katie says a rhombus is a parallelogram. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
263,"\frac{1}{4} \times (-16) = A. -4, B. -\frac{1}{64}, C. -64, D. -\frac{16}{64}"
264,"What is the order of rotational symmetry of this shape? A. 0, B. 1, C. 2, D. 4"
265,"Which angle is allied (co-interior) to angle p? A. A, B. B, C. C, D. D"
266,"Work out: \(\frac{1}{2} - \frac{3}{4} + \frac{2}{3}\) A. \(\frac{5}{12}\), B. 0, C. \(-\frac{11}{12}\), D. \(-\frac{5}{12}\)"
267,"Points V, W, X, Y and Z are all equally spaced along the line. The coordinates of W are shown. What are the coordinates of Y? A. (24,15), B. (16,10), C. (4,2.5), D. (32,20)"
268,"Jo and Paul are arguing about how to fully describe the rotation from shape P to shape Q. Jo says: “a rotation of 90° anticlockwise” Paul says: “a rotation of +270° about (−1,1)” Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
269,"Which of the following questions would use the calculation 5 × 1/6? A. A cake is cut into 6 slices, Ivan eats 5 of them. What fraction of the cake did Ivan eat?, B. A cake is cut into 5 slices, Ivan eats 6 of them. What fraction of the cake is left?, C. A cake is cut into 5 slices, Ivan eats 6 of them. What fraction of the cake did Ivan eat?, D. A cake is cut into 6 slices, Ivan eats 5 of them. What fraction of the cake is left?"
270,"What should replace the question mark? A. 6/8, B. 6, C. 6/3, D. 6/4"
271,"Sam has tried to translate the red flag by the vector (3/2) What error has Sam made? A. Sam has gone right when he should have gone left, B. Nothing – this is correct, C. Sam has started counting from his initial position when counting right, D. Sam has started counting from his initial position when counting up"
272,"What is the area of this rectangle? A. 16 cm², B. 48 cm², C. 32 cm², D. Not enough information"
273,"Name the centre of rotation that maps shape Q onto the shape P when rotated 90° clockwise. A. (2,1), B. (0,1), C. (1,0), D. Origin"
274,"Tom and Katie are arguing about the diagram on the right. Tom says the two lines are parallel. Katie says they will eventually intersect. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
275,"Jo and Paul are arguing about the shape on the right. Jo says it is a rhombus. Paul says it is a parallelogram. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
276,"a = 4 b = -0.2 Which of the following gives a value of -3.8? A. a - b, B. b - a, C. -a - (-b), D. -a - b"
277,"Which quadrilateral has the highest order of rotational symmetry? A. trapezoid, B. rectangle, C. parallelogram, D. They each have the same order of rotational symmetry"
278,"Jo and Paul are trying to write calculations based on the diagram on the left. Jo writes: 12 - 15 = -3 Paul writes: (-3) + 15 = 12 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
279,"Jo and Paul are talking about equations they can write based on the equation on the right. 2g = 6h Jo says you could write: g + 5 = 5 + 3h Paul says you could write: 3g = 9h Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
280,"What happens when you remove squares, as shown from left to right in the diagrams below? A. The perimeter changes but the area stays the same, B. The area changes but the perimeter stays the same, C. Both the perimeter and area change, D. Both the perimeter and area stay the same"
281,"The sum of two bricks is equal to the brick above. What number should replace the star? A. -7, B. -5, C. 7, D. 5"
282,"Jo and Paul are trying to write calculations based on the diagram on the left. Jo says: One quarter of negative 24 is negative 6. (-24) ÷ 1/4 = -6 Paul says: Four lots of negative six added together is negative twenty four. -6 + (-6) + (-6) + (-6) = -24 Whose calculation is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
283,"9 - 8 + 5 Jo and Paul are trying to make the calculation above equal to 6. Jo says you can write it like this: 9 - (8 + 5) Paul says you can leave it like this: 9 - 8 + 5 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
284,"Jack is thinking of a number. It is a prime number and it is a multiple of 7. What is Jack's number? A. 17, B. 7, C. 49, D. 1"
285,"What word do we use to describe the relationship: 7 + 5 = 5 + 7 A. Associativity, B. Commutativity, C. Distributivity, D. Factors"
286,"This rectangle is reflected in the line y = 5. What will the coordinate of the point marked D be after the reflection? A. (1,6), B. (8,4), C. (2,5), D. (2,6)"
287,"Jo and Paul are arguing about fractions and percentages. Jo says every fraction can be written as a percentage. Paul says only whole number percentages can be converted to fractions. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
288,"Tom and Katie are arguing about rectangles. They know the length and width of the blue and red rectangles. Tom says they must also know the perimeter of the combined shape. Katie says they must also know the area of the combined shape. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
289,"In the Indian number system 8 00 00 000 = A. eighty crores, B. eight crores, C. eighty lakhs, D. eight lakhs"
290,"How would this calculation be written? A. 8 + (2 ÷ 5) = 2, B. (8 + 2) ÷ 5 = 2, C. 8 + 2 ÷ 5 = 2, D. (8 + 2 ÷ 5) = 2"
291,"Using the key on the right, which of the following expressions give the perimeter of this shape in factorised form? A. 6p + 2q, B. 6(p + q), C. 2(3p + q), D. 2(3p + 2q)"
292,"What word do we use to describe the relationship: 15 × 18 = 15 × (2 × 9) = (15 × 2) × 9 = 30 × 9 A. Commutativity, B. Factors, C. Associativity, D. Multiples"
293,"18 ÷ 2 + 2 × 2 = A. 3, B. 13, C. 22, D. 12"
294,"Which fraction could go in the missing spaces? \frac{4}{5} < - A. \frac{3}{5), B. \frac{16}{20), C. \frac{9}{10), D. \frac{4}{6)"
295,"What is the size of angle p? A. 53°, B. 42°, C. 138°, D. Not enough information"
296,"3/7 of a litre of paint can cover 1 m². What area can 6 litres of paint cover? A. 4m², B. 14 m², C. 18/7 m², D. 42/3 m²"
297,"Jo and Paul are talking about which term could replace the star in this addition pyramid. Jo says it could be: f Paul says it could be: g Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
298,"Which protractor is positioned correctly to most easily measure the obtuse angle below (shown in red)? A. A, B. B, C. Both, D. Neither"
299,"Juan and Emma both have the same amount of homework. Juan answers 5/6 of the questions and Emma answers 2/3 of the questions. How much more does Juan answer than Emma? A. 9/6, B. 6/4, C. 7/9, D. 1/6"
300,"Order the times from longest to shortest. A. P, Q, R, B. Q, P, R, C. R, Q, P, D. R, P, Q"
301,"Rosie has designed her own flag. The pink section has two pairs of parallel sides. What's the area of the pink section? A. 45 cm², B. 50 cm², C. 108 cm², D. 22.5 cm²"
302,"What is the equation of this line of symmetry? A. y = 0, B. x = 1, C. x = 0, D. x = -1"
303,"The lowest common multiple of two different prime numbers is their product. Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say without more information"
304,"Is the following statement always true, sometimes true, or never true? A multiple of 18 is a multiple of 6 A. Always true, B. Sometimes true, C. Never true, D. Not enough information to decide"
305,"What is the perimeter of this regular pentagon? A. 8 cm, B. 15 cm, C. 18 cm, D. Not enough information"
306,"What are the coordinates of the marked point? A. (-2, -2), B. (0, -2), C. (-2, 0), D. (-2, 1)"
307,"The two lines currently intersect at the red dot. If angle p was changed to 100° and angle q was changed to 30°, in which region would the two lines intersect? A. A, B. B, C. C, D. D"
308,"Tom and Katie are arguing about how to transform shape P to shape Q. Tom says you can do it using a single translation. Katie says you can do it using two reflections. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
309,"What number replaces the circle to make these two fractions equivalent? A. 99, B. 26, C. 66, D. 11"
310,"Statement 1: (−p)×(−q)=p×q Statement 2: −(q)3=(−q)3 What can you say about the above statements, where p and q represent different numbers? A. Only statement 1 is true, B. Only statement 2 is true, C. Both statements are true, D. Both statements are false"
311,"(-9) + (-4) = A. -5, B. 5, C. 13, D. -13"
312,"40 is 8 lots of ... A. 5, B. 4, C. 32, D. 48"
313,"What should replace the star? (6 × 3/5) + (6 × 7/10) = 6 × ★ A. 10/15, B. 78/10, C. 13/10, D. 21/50"
314,"What number and sign belong in the box? -5 □ = -9 A. - 4, B. + 4, C. - 14, D. + 14"
315,"Convert 3\frac{2}{3} to an improper fraction. A. \frac{11}{3}, B. \frac{5}{3}, C. \frac{32}{3}, D. \frac{11}{9}"
316,"Reflect shape P in line l1 and then in line l2. Describe the single translation from P to the final image. A. (0, 4), B. (0, -8), C. (0, -4), D. (0, 2)"
317,"Which combination of mathematical instruments has been used to construct this triangle? A. Protractor Compass, B. Ruler Compass, C. Ruler Protractor Compass, D. Ruler Protractor"
318,"A group of 7 friends has 3 chocolate bars that they plan to share equally. 3 new friends arrive and bring along 1 more chocolate bar. There are now 10 friends with 4 chocolate bars to share equally. What has happened to the amount of chocolate each of the original group of 7 now receive? A. It has increased, B. It has decreased, C. It has stayed the same, D. We need more information"
319,"Tom and Katie are arguing about this expression: p + 2q + q + 3p Tom says you can write it as: 2pq + 3pq Katie says you can write it as: 4p + 3q Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
320,"What is the size of this angle? A. 35°, B. 145°, C. 45°, D. 155°"
321,"What is the size of angle s? A. 55°, B. 44°, C. 136°, D. Not enough information"
322,"\(\frac{3}{5} \times ? = 1\) A. \(\frac{2}{5}\), B. \(\frac{3}{5}\), C. 2, D. \(\frac{5}{3}\)"
323,"Which of the following diagrams shows a radius? A. A line segment inside a circle, not touching the center., B. An arc of a circle., C. A line segment from the center of the circle to a point on the circumference., D. A line segment across the circle passing through the center."
324,"John has tried to translate the red triangle by the vector (1)(0) What error has John made? A. John has mixed up the horizontal and vertical movements, B. Nothing - this is correct, C. John has moved the triangle in wrong horizontal direction, D. John has described a move where the points don't correspond"
325,"-4 + (-5) × 3 = A. 27, B. -27, C. -11, D. -19"
326,"Which symbols make the following statements correct? 6 000 000 □ six crores eight lakh □ 90 000 A. < <, B. > <, C. < >, D. > >"
327,"This diagram could represent... A. 4 lots of 2 lots of 5, B. 2 lots of 5 lots of 4, C. 4 lots of 5 lots of 2, D. 2 lots of 4 lots of 5"
328,"What belongs in the spaces? A. t - 5 ÷ 2, B. ÷ 2 - 5, C. - 5 - 2, D. - 2 - 5"
329,"Jamie has two fraction cards. The product of the cards is 1/6. What is the other card? A. 19/24, B. 5/48, C. 15/4, D. 4/15"
330,"What is value of p in this compound shape made with rectangles? A. 5 cm, B. 6 cm, C. 7 cm, D. Not enough information"
331,"What is the perimeter of this shape? A. 15, B. 14, C. 9, D. 11"
332,"What is the absolute value of −3? A. −3, B. 3, C. −3 or 3, D. 9"
333,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw? A. Equilateral triangle, B. Square, C. Pentagon, D. Hexagon"
334,"Which shape(s) will tessellate? A. Parallelogram, B. Scalene triangle, C. Both, D. Neither"
335,"4a + 6b - 4 = A. 6b, B. 10ab - 4, C. 6 + a + b, D. Cannot be simplified"
336,"What should replace the question mark? A. 1, B. 1/5, C. 1/11, D. 1/30"
337,"The sum of two bricks is equal to the brick above. What number should replace the star? A. -1, B. 1, C. 13, D. -13"
338,"Which calculation could the following diagram represent an efficient way of doing? A. 12 × 4, B. (2 × 12) + (2 × 8), C. 24 × 4, D. 24 × 8"
339,"What is the size of angle r? A. 75°, B. 105°, C. 80°, D. Not enough information"
340,"\( \frac{3}{20} = ? \) A. 0.32, B. 0.15, C. 3.20, D. 0.3"
341,"Which of the following does not necessarily have any parallel lines? A. Regular hexagon, B. Rhombus, C. Trapezium, D. Kite"
342,"""Square numbers have an odd number of factors"" Is this statement... A. always true, B. sometimes true, C. never true, D. Impossible to say"
343,"What is the size of angle n? A. 125°, B. 135°, C. 145°, D. 325°"
344,"A common factor of 6 and 9 is... A. 3, B. 6, C. 9, D. 18"
345,"0.4 = 2/5 = ? % A. 25%, B. 40%, C. 50%, D. 4%"
346,"1065 × 8 = A. 800 + 0 + 480 + 40, B. 8000 + 0 + 480 + 40, C. 8000 + 480 + 30, D. 1000 + 60 + 5"
347,"What should replace the question mark? A. 5/4, B. 1/5, C. 1/4, D. 1"
348,"What is the area of this rectangle? A. 17 cm², B. 60 cm², C. 34 cm², D. Not enough information"
349,"Which angle is vertically opposite to angle p? A. A, B. B, C. C, D. D"
350,"What is the perimeter of this rectangle? A. 17 cm, B. 60 cm, C. 34 cm, D. Not enough information"
351,"Tom and Katie are arguing about the diagonals of quadrilaterals. Tom says a kite has bisecting diagonals. Katie says a rhombus has bisecting diagonals. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
352,"Jo and Paul are arguing equivalent fractions. Jo says 8/14 = 12/21 Paul says 8/14 = 40/70 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
353,"What does the vector (5, -2) mean? A. 5 left and 2 up, B. 5 right and 2 up, C. 5 left and 2 down, D. 5 right and 2 down"
354,"What is the equation of this line? A. x = -2, B. y = -2x, C. xy = -2, D. y = -2"
355,"Point S has coordinates (5, -3). Point S is translated by the vector (-4, -3) What are the new coordinates of point S? A. (1, 0), B. (2, 6), C. (1, -6), D. (-1, 0)"
356,"Here is the completed Venn diagram from earlier in the quiz. What calculation works out the lowest common multiple of 66 and 60? A. 11 × 2 × 5, B. 2 × 3, C. 11 × 2 × 3 × 2 × 5, D. 11 × 2 × 3 × 5"
357,"Convert 0.24 to a fraction in its simplest form. A. 12/50, B. 24/100, C. 1/12, D. 6/25"
358,"Tom and Katie are arguing about how to transform shape P on to shape Q. Tom says you can rotate 180° about point (2, -1) Katie says you can reflect in the line y = -1 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
359,"Which set of coordinates is not on the perimeter of the rectangle? A. (0, -3), B. (-2, -1), C. (-1, -2), D. (-1, -3)"
360,"The sum of two bricks is equal to the brick above. What number should replace the star? A. -6, B. -2, C. 2, D. 6"
361,"(-72) - 85 = 85 - (-72) Is this... A. true because of distributivity, B. true because of associativity, C. true because of commutativity, D. false"
362,"Jo and Paul are arguing about the order of rotational symmetry of triangles Jo says some triangles have an order of rotational symmetry of 2 Paul says some triangles have an order of rotational symmetry of 1 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
363,"If the two dashed lines are parallel, what is the size of angle p? A. 65°, B. 115°, C. 35°, D. Not enough information"
364,"Jo and Paul are talking about regular polygons. Jo says a rhombus is a regular polygon. Paul says a square is a regular polygon. Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
365,"Which of the following statements is correct? A. Angle P is larger than Angle Q, B. Angle Q is larger than Angle P, C. Angles P and Q are the same size, D. It is impossible to answer without measuring"
366,"If you list the multiples of 14 in ascending order, what is the 3rd number in the list? A. 28, B. 42, C. 56, D. 7"
367,"Tom and Katie are arguing about prime numbers. Tom says that 29 is a prime number. Katie says that 49 is a prime number. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
368,"4 + 5 × 2 Tom and Katie are trying to make the calculation above equal to 18. Tom says you can write it like this: (4 + 5) × 2 Katie says you can leave it like this: 4 + 5 × 2 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
369,"Jo and Paul are discussing the numbers 24 and 60 Jo says 1, 2, 3, 4 are common factors of 24 and 60 Paul says 2, 3, 12 are common factors of 24 and 60 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
370,"Which expression should replace the star in the addition pyramid? A. 6a + 5b, B. 7a + 7b, C. 14ab, D. 10a + 8b"
371,"Tom and Katie are arguing about creating equations using the diagram on the right. Tom says: 2(g + 3w) = 3p Katie says: 3(r + g) = 9w Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
372,"What is the value of b? A. -7, B. -5, C. -2, D. -6"
373,"7 × 36 = 7 × □ + 7 × □ = 210 + □ = □ Which of the following sets of numbers belong in the boxes? A. 18, 18, 126, 336, B. 30, 6, 42, 252, C. 10, 6, 42, 252, D. 30, 6, 42, 242"
374,"What number replaces the circle to make these two fractions equivalent? A. 14, B. 21, C. 11, D. 7"
375,"What is the perimeter of this shape? A. 4, B. 8, C. 12, D. 13"
376,"Is the following statement always true, sometimes true, or never true? A multiple of 9 is a multiple of 5 A. Always true, B. Sometimes true, C. Never true, D. Not enough information to decide"
377,"a = -4 b = 3 a - b ★ b - a What symbol should replace the star? A. >, B. <, C. =, D. Need more information"
378,"Rectangle P has been enlarged by a scale factor of 1.5 to give rectangle Q. What length should replace the star? A. 8 cm, B. 10.5 cm, C. 9 cm, D. 6 cm"
379,"What belongs in the spaces? A. -5 × 2, B. × 2 -5, C. -2 × 5, D. -10 × 2"
380,"Tom and Katie are arguing about shapes they can construct by joining up points on the diagram in the right. Tom says you can construct a parallelogram. Katie says you can construct a right-angled triangle. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
381,"What should replace the question mark? A. 1, B. 1/5, C. 1/6, D. 6/5"
382,"Which of the following fractions is the arrow pointing to? A. 9/5, B. 1 3/4, C. 19/10, D. 8/5"
383,"9² = A. 11, B. 18, C. 81, D. 92"
384,"The two marked points are _______ from the origin. A. Parallel, B. Opposite, C. Perpendicular, D. Equidistant"
385,"Using the key on the right, which of the following expressions would give you the longest length? A. r, B. p + q, C. 2p, D. 2q"
386,"What can you say about the areas of the two triangles? A. The blue triangle has a larger area, B. The red triangle has a larger area, C. The areas are the same, D. It is impossible to say without measuring"
387,"Jo and Paul are talking about how to transform the blue line on to the red line. Jo says you can rotate 180° about point (3,3) Paul says you can reflect in the line x = y Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
388,"Point A is reflected in the line y = 4.5. What are the coordinates of the new point? A. (2, 4.5), B. (7, 6), C. (2, 3), D. (2, 2)"
389,"6g = ... Using the diagram, which of the following correctly completes the equation above? A. 5p, B. 8r, C. 9r, D. 4p"
390,"Point A is reflected in the line x = 5. What are the coordinates of the new point? A. (5, 6), B. (2, 4), C. (8, 6), D. (8, -6)"
391,"Tom and Katie are arguing about 1,2,3,4 Tom says 1,2,3,4 are all the common factors of 6 and 12 Katie says 1,2,3,4 are all the common factors of 12 and 18 Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
392,"Jo and Paul are discussing how to create equations using the diagram on the right. Jo says: w = 3g Paul says: w = p/4 Who is correct? A. Only Jo, B. Only Paul, C. Both Jo and Paul, D. Neither is correct"
393,"Work out: \frac{5}{8} - \frac{1}{5} Give your answer in the simplest form. A. \frac{33}{40}, B. \frac{17}{40}, C. \frac{4}{3}, D. \frac{1}{10}"
394,"What is the size of angle k? A. 46°, B. 65°, C. 19°, D. Not enough information"
395,"Tom and Katie are arguing prime factors. Tom says 2 is a prime factor of 18. Katie says 9 is a prime factor of 18. Who is correct? A. Only Tom, B. Only Katie, C. Both Tom and Katie, D. Neither is correct"
