exercise_id,QuestionId,text
232,232,"Tom and Katie are arguing about distance and coordinates. Tom says (0,5) and (2,3) are equidistant from the origin. Katie says (4,1) and (−1,4) are equidistant from the origin. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
233,233,"a, b and c are different numbers

Is the above relationship...

 never true sometimes true always true Need more information"
234,234,What number belongs in the box? (-2) - (-7) = -9 5 9 -5
235,235,"Points P, Q and R are equally spaced along the line segment. The coordinates of P and R are marked on the diagram. What are the coordinates of Q? (-1,3) (-2,4) (-1,2) (-2,2)"
236,236,How many pairs of parallel sides does this shape have? 0 1 2 4
237,237,"The line segment is one side of a square. Which of the following coordinates could be a vertex of the square? (0, -1) (-2, 4) (2, -7) (-4, 2)"
238,238,What is the difference between the temperature at 1pm on Thursday and the temperature at 1am on Wednesday? 12°C 10°C 3°C 11°C
239,239,Work out: \frac{3}{4} - \frac{2}{5} + \frac{1}{10} \frac{1}{4} \frac{2}{9} \frac{9}{20} \frac{3}{10}
240,240,Work out: \frac{1}{2} - \frac{3}{4} \times \frac{2}{3} -\frac{4}{6} 0 -\frac{2}{12} -\frac{5}{12}
241,241,"In the Indian number system, ten lakh, three thousand and twenty = 103 020 10 003 020 10 300 020 1 003 020"
242,242,"Statement 1: p - q = p + (-q)
Statement 2: -p - q = -q + (-p)
What can you say about the above statements, where p and q represent different numbers? Only statement 1 is true Only statement 2 is true Both statements are true Both statements are false"
243,243,What is the size of angle p? 50° 80° 45° 55°
244,244,Jo and Paul are arguing about adding fractions. Jo says 11/6 + 9/5 > 3 Paul says 11/6 + 9/5 < 4 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
245,245,A shape has an area of 4 cm². Its lengths are enlarged by a scale factor of 5. What is the area of the enlarged shape? 20 cm² 40 cm² 80 cm² 100 cm²
246,246,What is the perimeter of this shape? 13 cm 18 cm 40 cm 21 cm
247,247,Shape S has been translated to get shape T. Describe how many squares shape S has been moved 4 left and 2 up 2 right and 1 up 2 right and 2 down 4 right and 2 down
248,248,25 × 18 = 25 × (2 × ☆) What should replace the star to make this calculation correct? 16 18 9 36
249,249,"17 × 8 - 17 × 3 = 17 × __
What belongs in the gap? 85 11 5 187"
250,250,12 ÷ (−4) = -16 16 -3 3
251,251,What is the size of angle r? 80° 100° 70° Not enough information
252,252,"Here are the depths below sea level of 3 creatures:
Starfish: −7 m
Shark: −9 m
Dolphin: −8.3 m
Arrange their depths in ascending order, starting with the deepest 1st Dolphin
2nd Shark
3rd Starfish 1st Starfish
2nd Dolphin
3rd Shark 1st Shark
2nd Dolphin
3rd Starfish 1st Starfish
2nd Shark
3rd Dolphin"
253,253,The fractions in the two circles below add to give the fraction in the circle above. What should replace the question mark? 11/35 31/35 5/12 5/35
254,254,Which of these is not a multiple of 34? 17 34 102 238
255,255,Which of the following statements is true when n = -1? 5n > n + 5 5n < n + 5 5n = n + 5 Not enough information
256,256,Which combination of mathematical instruments has been used to construct this triangle? Protractor Compass Ruler Compass Ruler Protractor Compass Ruler Protractor
257,257,Given that 8.5 × 2.2 = 18.7 what is 18.7 ÷ 8.5? 2.2 8.5 3 Impossible without a calculator
258,258,Jo and Paul are arguing about enlargements. Jo says if a shape is enlarged by a scale factor of 0.5 then its area is half as big as the original area. Paul says if a shape is enlarged by a scale factor of 2 then its area is 4 times as big as the original area. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
259,259,"Tom and Katie are trying to calculate the answer to 29 × 7
Tom does this: 30 × 7 - 1 × 7
Katie does this: 20 × 7 + 9 × 7
Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
260,260,How many factors does 9 have? 1 2 3 4
261,261,3 hours + 700 minutes = 11 hours and 40 minutes 10 hours 14 hours and 66 minutes 14 hours and 40 minutes
262,262,Tom and Katie are arguing about parallelograms. Tom says a square is a parallelogram. Katie says a rhombus is a parallelogram. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
263,263, \frac{1}{4} \times (-16) =  -4 -\frac{1}{64} -64 -\frac{16}{64}
264,264,What is the order of rotational symmetry of this shape? 0 1 2 4
265,265,Which angle is allied (co-interior) to angle p? A B C D
266,266,Work out: \(\frac{1}{2} - \frac{3}{4} + \frac{2}{3}\) \(\frac{5}{12}\) 0 \(-\frac{11}{12}\) \(-\frac{5}{12}\)
267,267,"Points V, W, X, Y and Z are all equally spaced along the line. The coordinates of W are shown. What are the coordinates of Y? (24,15) (16,10) (4,2.5) (32,20)"
268,268,"Jo and Paul are arguing about how to fully describe the rotation from shape P to shape Q. Jo says: “a rotation of 90° anticlockwise” Paul says: “a rotation of +270° about (−1,1)” Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
269,269,"Which of the following questions would use the calculation 5 × 1/6? A cake is cut into 6 slices, Ivan eats 5 of them. What fraction of the cake did Ivan eat? A cake is cut into 5 slices, Ivan eats 6 of them. What fraction of the cake is left? A cake is cut into 5 slices, Ivan eats 6 of them. What fraction of the cake did Ivan eat? A cake is cut into 6 slices, Ivan eats 5 of them. What fraction of the cake is left?"
270,270,What should replace the question mark? 6/8 6 6/3 6/4
271,271,Sam has tried to translate the red flag by the vector (3/2) What error has Sam made? Sam has gone right when he should have gone left Nothing – this is correct Sam has started counting from his initial position when counting right Sam has started counting from his initial position when counting up
272,272,What is the area of this rectangle? 16 cm² 48 cm² 32 cm² Not enough information
273,273,"Name the centre of rotation that maps shape Q onto the shape P when rotated 90° clockwise. (2,1) (0,1) (1,0) Origin"
274,274,Tom and Katie are arguing about the diagram on the right. Tom says the two lines are parallel. Katie says they will eventually intersect. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
275,275,Jo and Paul are arguing about the shape on the right. Jo says it is a rhombus. Paul says it is a parallelogram. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
276,276,a = 4    b = -0.2 Which of the following gives a value of -3.8? a - b b - a -a - (-b) -a - b
277,277,Which quadrilateral has the highest order of rotational symmetry? trapezoid rectangle parallelogram They each have the same order of rotational symmetry
278,278,Jo and Paul are trying to write calculations based on the diagram on the left. Jo writes: 12 - 15 = -3 Paul writes: (-3) + 15 = 12 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
279,279,Jo and Paul are talking about equations they can write based on the equation on the right. 2g = 6h Jo says you could write: g + 5 = 5 + 3h Paul says you could write: 3g = 9h Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
280,280,"What happens when you remove squares, as shown from left to right in the diagrams below? The perimeter changes but the area stays the same The area changes but the perimeter stays the same Both the perimeter and area change Both the perimeter and area stay the same"
281,281,The sum of two bricks is equal to the brick above. What number should replace the star? -7 -5 7 5
282,282,Jo and Paul are trying to write calculations based on the diagram on the left. Jo says: One quarter of negative 24 is negative 6. (-24) ÷ 1/4 = -6 Paul says: Four lots of negative six added together is negative twenty four. -6 + (-6) + (-6) + (-6) = -24 Whose calculation is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
283,283,"9 - 8 + 5
Jo and Paul are trying to make the calculation above equal to 6.
Jo says you can write it like this: 9 - (8 + 5)
Paul says you can leave it like this: 9 - 8 + 5
Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
284,284,Jack is thinking of a number. It is a prime number and it is a multiple of 7. What is Jack's number? 17 7 49 1
285,285,What word do we use to describe the relationship: 7 + 5 = 5 + 7 Associativity Commutativity Distributivity Factors
286,286,"This rectangle is reflected in the line y = 5. What will the coordinate of the point marked D be after the reflection? (1,6) (8,4) (2,5) (2,6)"
287,287,Jo and Paul are arguing about fractions and percentages. Jo says every fraction can be written as a percentage. Paul says only whole number percentages can be converted to fractions. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
288,288,Tom and Katie are arguing about rectangles. They know the length and width of the blue and red rectangles. Tom says they must also know the perimeter of the combined shape. Katie says they must also know the area of the combined shape. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
289,289,In the Indian number system 8 00 00 000 = eighty crores eight crores eighty lakhs eight lakhs
290,290,How would this calculation be written? 8 + (2 ÷ 5) = 2 (8 + 2) ÷ 5 = 2 8 + 2 ÷ 5 = 2 (8 + 2 ÷ 5) = 2
291,291,"Using the key on the right, which of the following expressions give the perimeter of this shape in factorised form? 6p + 2q 6(p + q) 2(3p + q) 2(3p + 2q)"
292,292,"What word do we use to describe the relationship:
15 × 18 = 15 × (2 × 9) = (15 × 2) × 9 = 30 × 9 Commutativity Factors Associativity Multiples"
293,293,18 ÷ 2 + 2 × 2 = 3 13 22 12
294,294,"Which fraction could go in the missing spaces?

\frac{4}{5} < - \frac{3}{5) \frac{16}{20) \frac{9}{10) \frac{4}{6)"
295,295,What is the size of angle p? 53° 42° 138° Not enough information
296,296,3/7 of a litre of paint can cover 1 m². What area can 6 litres of paint cover? 4m² 14 m² 18/7 m² 42/3 m²
297,297,Jo and Paul are talking about which term could replace the star in this addition pyramid. Jo says it could be: f Paul says it could be: g Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
298,298,Which protractor is positioned correctly to most easily measure the obtuse angle below (shown in red)? A B Both Neither
299,299,Juan and Emma both have the same amount of homework. Juan answers 5/6 of the questions and Emma answers 2/3 of the questions. How much more does Juan answer than Emma? 9/6 6/4 7/9 1/6
300,300,"Order the times from longest to shortest. P, Q, R Q, P, R R, Q, P R, P, Q"
301,301,Rosie has designed her own flag. The pink section has two pairs of parallel sides. What's the area of the pink section? 45 cm² 50 cm² 108 cm² 22.5 cm²
302,302,What is the equation of this line of symmetry? y = 0 x = 1 x = 0 x = -1
303,303,The lowest common multiple of two different prime numbers is their product. Is this statement... always true sometimes true never true Impossible to say without more information
304,304,"Is the following statement always true, sometimes true, or never true? A multiple of 18 is a multiple of 6 Always true Sometimes true Never true Not enough information to decide"
305,305,What is the perimeter of this regular pentagon? 8 cm 15 cm 18 cm Not enough information
306,306,"What are the coordinates of the marked point? (-2, -2) (0, -2) (-2, 0) (-2, 1)"
307,307,"The two lines currently intersect at the red dot. If angle p was changed to 100° and angle q was changed to 30°, in which region would the two lines intersect? A B C D"
308,308,Tom and Katie are arguing about how to transform shape P to shape Q. Tom says you can do it using a single translation. Katie says you can do it using two reflections. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
309,309,What number replaces the circle to make these two fractions equivalent? 99 26 66 11
310,310,"Statement 1: (−p)×(−q)=p×q
Statement 2: −(q)3=(−q)3
What can you say about the above statements, where p and q represent different numbers? Only statement 1 is true Only statement 2 is true Both statements are true Both statements are false"
311,311,(-9) + (-4) = -5 5 13 -13
312,312,40 is 8 lots of ... 5 4 32 48
313,313,"What should replace the star?
(6 × 3/5) + (6 × 7/10) = 6 × ★ 10/15 78/10 13/10 21/50"
314,314,"What number and sign belong in the box?
-5 □ = -9 - 4 + 4 - 14 + 14"
315,315,Convert 3\frac{2}{3} to an improper fraction. \frac{11}{3} \frac{5}{3} \frac{32}{3} \frac{11}{9}
316,316,"Reflect shape P in line l1 and then in line l2. Describe the single translation from P to the final image. (0, 4) (0, -8) (0, -4) (0, 2)"
317,317,Which combination of mathematical instruments has been used to construct this triangle? Protractor Compass Ruler Compass Ruler Protractor Compass Ruler Protractor
318,318,A group of 7 friends has 3 chocolate bars that they plan to share equally. 3 new friends arrive and bring along 1 more chocolate bar. There are now 10 friends with 4 chocolate bars to share equally. What has happened to the amount of chocolate each of the original group of 7 now receive? It has increased It has decreased It has stayed the same We need more information
319,319,Tom and Katie are arguing about this expression: p + 2q + q + 3p Tom says you can write it as: 2pq + 3pq Katie says you can write it as: 4p + 3q Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
320,320,What is the size of this angle? 35° 145° 45° 155°
321,321,What is the size of angle s? 55° 44° 136° Not enough information
322,322,\(\frac{3}{5} \times ? = 1\) \(\frac{2}{5}\) \(\frac{3}{5}\) 2 \(\frac{5}{3}\)
323,323,"Which of the following diagrams shows a radius? A line segment inside a circle, not touching the center. An arc of a circle. A line segment from the center of the circle to a point on the circumference. A line segment across the circle passing through the center."
324,324,John has tried to translate the red triangle by the vector (1)(0) What error has John made? John has mixed up the horizontal and vertical movements Nothing - this is correct John has moved the triangle in wrong horizontal direction John has described a move where the points don't correspond
325,325,-4 + (-5) × 3 = 27 -27 -11 -19
326,326,Which symbols make the following statements correct? 6 000 000 □ six crores eight lakh □ 90 000 < < > < < > > >
327,327,This diagram could represent... 4 lots of 2 lots of 5 2 lots of 5 lots of 4 4 lots of 5 lots of 2 2 lots of 4 lots of 5
328,328,What belongs in the spaces? t - 5 ÷ 2 ÷ 2 - 5 - 5 - 2 - 2 - 5
329,329,Jamie has two fraction cards. The product of the cards is 1/6. What is the other card? 19/24 5/48 15/4 4/15
330,330,What is value of p in this compound shape made with rectangles? 5 cm 6 cm 7 cm Not enough information
331,331,What is the perimeter of this shape? 15 14 9 11
332,332,What is the absolute value of −3? −3 3 −3 or 3 9
333,333,"If you can connect dots to draw a regular octagon in a ring of equally spaced dots, which other regular shape can you definitely draw? Equilateral triangle Square Pentagon Hexagon"
334,334,Which shape(s) will tessellate? Parallelogram Scalene triangle Both Neither
335,335,4a + 6b - 4 = 6b 10ab - 4 6 + a + b Cannot be simplified
336,336,What should replace the question mark? 1 1/5 1/11 1/30
337,337,The sum of two bricks is equal to the brick above. What number should replace the star? -1 1 13 -13
338,338,Which calculation could the following diagram represent an efficient way of doing? 12 × 4 (2 × 12) + (2 × 8) 24 × 4 24 × 8
339,339,What is the size of angle r? 75° 105° 80° Not enough information
340,340,\( \frac{3}{20} = ? \) 0.32 0.15 3.20 0.3
341,341,Which of the following does not necessarily have any parallel lines? Regular hexagon Rhombus Trapezium Kite
342,342,"""Square numbers have an odd number of factors"" Is this statement... always true sometimes true never true Impossible to say"
343,343,What is the size of angle n? 125° 135° 145° 325°
344,344,A common factor of 6 and 9 is... 3 6 9 18
345,345,0.4 = 2/5 = ? % 25% 40% 50% 4%
346,346,1065 × 8 = 800 + 0 + 480 + 40 8000 + 0 + 480 + 40 8000 + 480 + 30 1000 + 60 + 5
347,347,What should replace the question mark? 5/4 1/5 1/4 1
348,348,What is the area of this rectangle? 17 cm² 60 cm² 34 cm² Not enough information
349,349,Which angle is vertically opposite to angle p? A B C D
350,350,What is the perimeter of this rectangle? 17 cm 60 cm 34 cm Not enough information
351,351,Tom and Katie are arguing about the diagonals of quadrilaterals. Tom says a kite has bisecting diagonals. Katie says a rhombus has bisecting diagonals. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
352,352,Jo and Paul are arguing equivalent fractions. Jo says 8/14 = 12/21 Paul says 8/14 = 40/70 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
353,353,"What does the vector (5, -2) mean? 5 left and 2 up 5 right and 2 up 5 left and 2 down 5 right and 2 down"
354,354,What is the equation of this line? x = -2 y = -2x xy = -2 y = -2
355,355,"Point S has coordinates (5, -3). Point S is translated by the vector (-4, -3) What are the new coordinates of point S? (1, 0) (2, 6) (1, -6) (-1, 0)"
356,356,Here is the completed Venn diagram from earlier in the quiz. What calculation works out the lowest common multiple of 66 and 60? 11 × 2 × 5 2 × 3 11 × 2 × 3 × 2 × 5 11 × 2 × 3 × 5
357,357,Convert 0.24 to a fraction in its simplest form. 12/50 24/100 1/12 6/25
358,358,"Tom and Katie are arguing about how to transform shape P on to shape Q. Tom says you can rotate 180° about point (2, -1) Katie says you can reflect in the line y = -1 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
359,359,"Which set of coordinates is not on the perimeter of the rectangle? (0, -3) (-2, -1) (-1, -2) (-1, -3)"
360,360,The sum of two bricks is equal to the brick above. What number should replace the star? -6 -2 2 6
361,361,"(-72) - 85 = 85 - (-72)
Is this... true because of distributivity true because of associativity true because of commutativity false"
362,362,Jo and Paul are arguing about the order of rotational symmetry of triangles Jo says some triangles have an order of rotational symmetry of 2 Paul says some triangles have an order of rotational symmetry of 1 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
363,363,"If the two dashed lines are parallel, what is the size of angle p? 65° 115° 35° Not enough information"
364,364,Jo and Paul are talking about regular polygons. Jo says a rhombus is a regular polygon. Paul says a square is a regular polygon. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
365,365,Which of the following statements is correct? Angle P is larger than Angle Q Angle Q is larger than Angle P Angles P and Q are the same size It is impossible to answer without measuring
366,366,"If you list the multiples of 14 in ascending order, what is the 3rd number in the list? 28 42 56 7"
367,367,Tom and Katie are arguing about prime numbers. Tom says that 29 is a prime number. Katie says that 49 is a prime number. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
368,368,4 + 5 × 2 Tom and Katie are trying to make the calculation above equal to 18. Tom says you can write it like this: (4 + 5) × 2 Katie says you can leave it like this: 4 + 5 × 2 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
369,369,"Jo and Paul are discussing the numbers 24 and 60 Jo says 1, 2, 3, 4 are common factors of 24 and 60 Paul says 2, 3, 12 are common factors of 24 and 60 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
370,370,Which expression should replace the star in the addition pyramid? 6a + 5b 7a + 7b 14ab 10a + 8b
371,371,Tom and Katie are arguing about creating equations using the diagram on the right. Tom says: 2(g + 3w) = 3p Katie says: 3(r + g) = 9w Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
372,372,What is the value of b? -7 -5 -2 -6
373,373,"7 × 36 = 7 × □ + 7 × □ = 210 + □ = □ Which of the following sets of numbers belong in the boxes? 18, 18, 126, 336 30, 6, 42, 252 10, 6, 42, 252 30, 6, 42, 242"
374,374,What number replaces the circle to make these two fractions equivalent? 14 21 11 7
375,375,What is the perimeter of this shape? 4 8 12 13
376,376,"Is the following statement always true, sometimes true, or never true? A multiple of 9 is a multiple of 5 Always true Sometimes true Never true Not enough information to decide"
377,377,a = -4 b = 3 a - b ★ b - a What symbol should replace the star? > < = Need more information
378,378,Rectangle P has been enlarged by a scale factor of 1.5 to give rectangle Q. What length should replace the star? 8 cm 10.5 cm 9 cm 6 cm
379,379,What belongs in the spaces? -5 × 2 × 2 -5 -2 × 5 -10 × 2
380,380,Tom and Katie are arguing about shapes they can construct by joining up points on the diagram in the right. Tom says you can construct a parallelogram. Katie says you can construct a right-angled triangle. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
381,381,What should replace the question mark? 1 1/5 1/6 6/5
382,382,Which of the following fractions is the arrow pointing to? 9/5 1 3/4 19/10 8/5
383,383,9² = 11 18 81 92
384,384,The two marked points are _______ from the origin. Parallel Opposite Perpendicular Equidistant
385,385,"Using the key on the right, which of the following expressions would give you the longest length? r p + q 2p 2q"
386,386,What can you say about the areas of the two triangles? The blue triangle has a larger area The red triangle has a larger area The areas are the same It is impossible to say without measuring
387,387,"Jo and Paul are talking about how to transform the blue line on to the red line. Jo says you can rotate 180° about point (3,3) Paul says you can reflect in the line x = y Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
388,388,"Point A is reflected in the line y = 4.5. What are the coordinates of the new point? (2, 4.5) (7, 6) (2, 3) (2, 2)"
389,389,"6g = ...
Using the diagram, which of the following correctly completes the equation above? 5p 8r 9r 4p"
390,390,"Point A is reflected in the line x = 5. What are the coordinates of the new point? (5, 6) (2, 4) (8, 6) (8, -6)"
391,391,"Tom and Katie are arguing about 1,2,3,4 Tom says 1,2,3,4 are all the common factors of 6 and 12 Katie says 1,2,3,4 are all the common factors of 12 and 18 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
392,392,Jo and Paul are discussing how to create equations using the diagram on the right. Jo says: w = 3g Paul says: w = p/4 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
393,393,"Work out:

\frac{5}{8} - \frac{1}{5}

Give your answer in the simplest form. \frac{33}{40} \frac{17}{40} \frac{4}{3} \frac{1}{10}"
394,394,What is the size of angle k? 46° 65° 19° Not enough information
395,395,Tom and Katie are arguing prime factors. Tom says 2 is a prime factor of 18. Katie says 9 is a prime factor of 18. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
396,396,"What are the co-ordinates of the marked point? (-4,2) (2,-4) (4,2) (-2,-4)"
397,397,Work out: \(\frac{3}{4} - \frac{2}{5} \times \frac{1}{2}\) -\frac{1}{2} -\frac{1}{6} \frac{7}{40} \frac{11}{20}
398,398,Jo and Paul are arguing about the line segments on the right. Jo says they are parallel. Paul says they are the same length. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
399,399,"""The lowest common multiple of a prime number and a non-prime number is their product"" Is this statement... always true sometimes true never true Impossible to say without more information"
400,400,\(\frac{6}{7} \times \frac{2}{3} = ?\) 1\(\frac{11}{21}\) \(\frac{9}{7}\) \(\frac{8}{21}\) \(\frac{4}{7}\)
401,401,Work out: 1 - 3/8 2/7 5/8 2/8 3/7
402,402,(-18) + 7 = 7 + (-18) Is this... true because of distributivity true because of associativity true because of commutativity false
403,403,What time will it be 16 hours after 09:00? 24:00 13:00 01:00 17:00
404,404,"Using the key on the right, which of the following symbols should replace the star in terms of length? 2r ★ 2(p + q) > < = Need more information"
405,405,Which symbols make the following statement correct? 3 _ -5 _ 0 > > > < < > < <
406,406,What is the size of angle p? 142° 38° 57° Not enough information
407,407,\(\frac{1}{6} \times 6 = ?\) 1 \(\frac{6}{36}\) \(\frac{1}{36}\) 6
408,408,Work out: \(\frac{4}{11} + \frac{7}{11}\) Write your answer in its simplest form. \(\frac{11}{22}\) \(\frac{1}{2}\) \(\frac{11}{11}\) 1
409,409,7 × 12 - 4 × 12 = __ × 12 What belongs in the gap? 36 11 132 3
410,410,Given that 33.58 ÷ 7.3 = 4.6 what is 7.3 × 4.6? 4.6 35 33.58 Impossible without a calculator
411,411,What does the vector (-3) mean? (-1) 3 left and 1 up 3 right and 1 up 3 left and 1 down 3 right and 1 down
412,412,What is the size of angle p? 54° 61° 65° Not enough information
413,413,What is the name given to the angles shaded pink? Alternate Corresponding Vertically opposite Complementary
414,414,"Which point marks the coordinates (-4,2)? A B C D"
415,415,Jo and Paul are arguing about how to calculate the perimeter of the symmetrical shape shown. Jo says you can do: 2 × 4 + 2 × 10 Paul says you can do: 2 × (2 × 6 + 4) Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
416,416,"3k + 2 < m + 2 Using the diagram on the right, is the expression above... always true sometimes true never true Need more information"
417,417,"Lucy has three cards with numbers written on them. ""I have a square number, a prime number and a multiple of 6."" Which set of numbers could Lucy have? 4, 9, 24 8, 3, 60 9, 1, 12 9, 5, 54"
418,418,Here is the completed Venn diagram from earlier in the quiz. What calculation works out the lowest common multiple of 36 and 90? 2 × 2 × 3 × 3 × 3 × 5 2 × 3 2 × 3 × 3 × 5 2 × 3 × 5
419,419,Barry has two fraction cards. The product of the cards is 2/5. What is the other card? 29/35 14/15 1/35 6/35
420,420,What time is 2 hours 30 minutes before 1:30 pm? 11:00 pm 11:00 am 23:00 None of these answers is correct
421,421,"Which of the following could replace the star?
7 × (8 + 2) = ★ 7 × 8 + 2 78 + 72 7 × 6 7 × 10"
422,422,Which of these is not a factor of 27? 1 7 9 27
423,423,"-4×-3+-4×-7=-4×(□+□)=□
What belongs in the boxes? 3
7
-40 3
7
40 -3
-7
-40 -3
-7
40"
424,424,The diameter of the largest circle is 32 cm. What is the radius of each of the smallest circles? 8 cm 16 cm 64 cm 4 cm
425,425,"Tom and Katie are arguing about how to solve this problem: 

$\frac{1}{4} \times (\frac{2}{3})^3 = ?$

Tom says a correct step in the solution is this: $\frac{1}{4} \times \frac{6}{9} = ?$

Katie says a correct step in the solution is this: $(\frac{2}{12})^3 = ?$

Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
426,426,Tom and Katie are arguing about the answer to 1/5 × 9. Tom says 1/5 × 9 = 1 4/5. Katie says 1/5 × 9 = 9/45. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
427,427,Tom and Katie are arguing about ordering fractions. Tom says 5/11 > 5/12 Katie says 5/11 > 6/11 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
428,428,"Which fraction could go in the missing spaces?

3/8 < - 4/16 9/24 3/9 14/32"
429,429,Jo and Paul are arguing about subtracting fractions. Jo writes 8/11 - 3/11 = 5/11 Paul writes 8/11 - 3/5 = 5/6 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
430,430,What is the area of the parallelogram? 21 cm² 22 cm² 28 cm² 84 cm²
431,431,What is the area of this shape? 3 6 3.5 4
432,432,What is the area of this shape? 6 8 4 7
433,433,Tom and Katie are arguing about equations they can write based on the equation on the right g = 4h Tom says you could write: g - 2 = 2 - 4h Katie says you could write: 0.5g = 2h Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
434,434,Tom and Katie are arguing about tessellations. Tom says you can form a tessellating pattern with any triangle. Katie says you can form a tessellating pattern with any quadrilateral. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
435,435,Jo and Paul are talking about common factors. Jo says that 5 and 7 are common factors of 105 Paul says that 5 and 7 are common factors of 1050 Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct
436,436,21 ÷ (−3) = 7 -7 24 -24
437,437,"Jo and Paul are discussing distance and coordinates. Jo says (4, -3) and (3, -4) are equidistant from the origin. Paul says (-5, -2) and (2, 5) are equidistant from the origin. Who is correct? Only Jo Only Paul Both Jo and Paul Neither is correct"
438,438,I started with 12 then subtracted 8. Then I multiplied by 3. Then I added on 2 Which of the following calculations fits this description? (12 - 8) × 3 + 2 12 - 8 × 3 + 2 (12 - 8) × (3 + 2) 12 - (8 × 3) + 2
439,439,Isaac starts school at 8:50 am He finishes school at 3:05 pm How many hours does he spend at school? 6.15 6.25 7.25 7.15
440,440,What is the name of the mathematical instrument used to construct circles? Callipers Compass Protractor Slide rule
441,441,"Squares have been arranged in these patterns:
How many squares are used to make Pattern 4? 20 18 16 14"
442,442,\(\frac{2}{7} \times 3 = 3 \div K \times L\) K = 7\nL = 2 K = 2\nL = 7 K = 7\nL = 7 Not possible
443,443,"Calculate

2/5 ÷ 3 6/5 15/2 2/15 6/15"
444,444,4² × 3² = ? 25 48 72 144
445,445,6n - 4 + 2n + 3 = 8n - 7 4n + 7 8n - 1 4n - 7
446,446,6 - 3 + 2 Tom and Katie are trying to make the calculation above equal to 5. Tom says you can write it like this: (6 - 3) + 2 Katie says you can leave it like this: 6 - 3 + 2 Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
447,447,What is the lowest common multiple of 6 and 9? 3 9 18 54
448,448,"Think of a number, then subtract 1, next multiply by 2. Tom says you can write this as: n - 1 × 2 Katie says you can write this as: 2 × (n - 1) Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct"
449,449,Tom and Katie are arguing about the number 1 Tom says 1 is a prime number Katie says 1 is a square number Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
450,450,\(\frac{6}{25} = ?\) 0.625 0.6 6.25 0.24
451,451,Which of these is not a factor of 12? Four Six Twelve Twenty-four
452,452,Given that 6.5 × 8.2 = 53.3 what is 53.3 ÷ 8.2? 6.5 8.2 7 Impossible without a calculator
453,453,"8 × 6 = 21 + 27
3 × 8 × 6 = ★
What should replace the star to preserve equality? 21 + 27 + 3 21 + 27 × 3 3 × 21 + 27 3(21 + 27)"
454,454,Tom and Katie are still arguing about the number written as 3^4 × 5^2 × 7^2 Tom says the number is odd. Katie says the number is prime. Who is correct? Only Tom Only Katie Both Tom and Katie Neither is correct
455,455,"Shape P has been rotated 90° clockwise about point (5, 0) to give shape Q. Now imagine moving shape P a total of 2 squares down, and keeping the same rotation. In which direction would shape Q move? 2 right 2 left 2 down 2 up"
